participant,load,region,measure,contrast,balanced_contrast_mean,resample_sd,resample_ci2_5,resample_ci97_5
VP022,2,Occipital,sensitivity__mse__scale2,2T_minus_2NT,-0.015489464831865465,0.021099070219984892,-0.05698241673315437,0.02801226073936431
VP022,2,Occipital,sensitivity__mse__scale3,2T_minus_2NT,-0.00955555344619589,0.030652190291986712,-0.06928440263188948,0.048213821958495266
VP022,2,Occipital,sensitivity__mse__scale4,2T_minus_2NT,-0.04599594215986895,0.03378260464376349,-0.11130034216133723,0.01944386696708875
VP022,2,Occipital,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP022,2,Parietal,entropy__sample_entropy,2T_minus_2NT,3.2654338625277113e-05,0.011810820212049235,-0.022277583392513598,0.02357461664523717
VP022,2,Parietal,entropy__mse,2T_minus_2NT,-0.0036318160414777266,0.012216894413163771,-0.027019393693281657,0.02040068999238224
VP022,2,Parietal,sensitivity__mse__scale1,2T_minus_2NT,3.2654338625277113e-05,0.011810820212049235,-0.022277583392513598,0.02357461664523717
VP022,2,Parietal,sensitivity__mse__scale2,2T_minus_2NT,-0.012117690952631233,0.016864019458756166,-0.04421961230034805,0.020423924200190267
VP022,2,Parietal,sensitivity__mse__scale3,2T_minus_2NT,0.04507287117103674,0.019961203300811615,0.007988200789151445,0.08361888942669203
VP022,2,Parietal,sensitivity__mse__scale4,2T_minus_2NT,-0.042023296589976784,0.02195478172666815,-0.08268443947593704,0.0035420749315720275
VP022,2,Parietal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP022,2,Temporal,entropy__sample_entropy,2T_minus_2NT,0.02478917445431884,0.01177472492984296,0.0018757326020490744,0.0470314847718622
VP022,2,Temporal,entropy__mse,2T_minus_2NT,0.034837644771282525,0.017303675695315823,0.0024654237313765487,0.06914292687463816
VP022,2,Temporal,sensitivity__mse__scale1,2T_minus_2NT,0.02478917445431884,0.01177472492984296,0.0018757326020490744,0.0470314847718622
VP022,2,Temporal,sensitivity__mse__scale2,2T_minus_2NT,-0.034839755283066653,0.028278222235823804,-0.08717393246113601,0.02175111820937058
VP022,2,Temporal,sensitivity__mse__scale3,2T_minus_2NT,0.08868330335818897,0.03200273974533583,0.027576254977748526,0.14776656268010532
VP022,2,Temporal,sensitivity__mse__scale4,2T_minus_2NT,0.07099688211360018,0.04051006584738797,-0.007287603179163748,0.15091064753554836
VP022,2,Temporal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP022,2,WholeBrain,entropy__sample_entropy,2T_minus_2NT,0.026065694639162706,0.011732205205082476,0.0023536169172692525,0.04911104003640694
VP022,2,WholeBrain,entropy__mse,2T_minus_2NT,0.019222641378837387,0.013303220831750742,-0.006866064042593039,0.044737770323487455
VP022,2,WholeBrain,sensitivity__mse__scale1,2T_minus_2NT,0.026065694639162706,0.011732205205082476,0.0023536169172692525,0.04911104003640694
VP022,2,WholeBrain,sensitivity__mse__scale2,2T_minus_2NT,0.01417834274150659,0.016231211920726428,-0.0173331666128381,0.04492275135468346
VP022,2,WholeBrain,sensitivity__mse__scale3,2T_minus_2NT,0.03133579910685184,0.017817362382608982,-0.004544062887395999,0.06561311326615973
VP022,2,WholeBrain,sensitivity__mse__scale4,2T_minus_2NT,0.007032341114455991,0.017639261833448928,-0.025601312481794848,0.04256359150082495
VP022,2,WholeBrain,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP022,3,Central,entropy__sample_entropy,3T_minus_3NT,-0.007330881824179899,0.012188378811109693,-0.031213715256055395,0.016261453709006397
VP022,3,Central,entropy__mse,3T_minus_3NT,-0.0013158859475578522,0.015238039274687901,-0.030573637651328926,0.027249728323387998
VP022,3,Central,sensitivity__mse__scale1,3T_minus_3NT,-0.007330881824179899,0.012188378811109693,-0.031213715256055395,0.016261453709006397
VP022,3,Central,sensitivity__mse__scale2,3T_minus_3NT,-0.024528909830355786,0.02180620301378868,-0.06758493258964286,0.01649333215985593
VP022,3,Central,sensitivity__mse__scale3,3T_minus_3NT,0.0043232604290234875,0.02730316346076647,-0.048777552780993605,0.05992721356173606
VP022,3,Central,sensitivity__mse__scale4,3T_minus_3NT,0.030680919061898012,0.0333828184865849,-0.036535260632342206,0.09656456898443297
VP022,3,Central,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP022,3,Frontal,entropy__sample_entropy,3T_minus_3NT,-0.00841028342585124,0.018138084994011313,-0.0468174243603413,0.024883885760623645
VP022,3,Frontal,entropy__mse,3T_minus_3NT,0.009095920308982396,0.022496693025508926,-0.035339416979155394,0.05341192541801797
VP022,3,Frontal,sensitivity__mse__scale1,3T_minus_3NT,-0.00841028342585124,0.018138084994011313,-0.0468174243603413,0.024883885760623645
VP022,3,Frontal,sensitivity__mse__scale2,3T_minus_3NT,-0.005487357267041859,0.02637727711302828,-0.05717474804771447,0.04425029204326766
VP022,3,Frontal,sensitivity__mse__scale3,3T_minus_3NT,0.008811711468465556,0.02899030168391228,-0.04635322808551646,0.06403210148838645
VP022,3,Frontal,sensitivity__mse__scale4,3T_minus_3NT,0.04965993854160145,0.026347165540639948,-0.0028505790870693,0.10020755014552007
VP022,3,Frontal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP022,3,Occipital,entropy__sample_entropy,3T_minus_3NT,-0.005192865751475622,0.010685484709094514,-0.02733567686991244,0.015332744020988153
VP022,3,Occipital,entropy__mse,3T_minus_3NT,0.031844455403868134,0.015521900106105886,0.0006886300989963178,0.06156741495056629
VP022,3,Occipital,sensitivity__mse__scale1,3T_minus_3NT,-0.005192865751475622,0.010685484709094514,-0.02733567686991244,0.015332744020988153
VP022,3,Occipital,sensitivity__mse__scale2,3T_minus_3NT,0.05640407180361618,0.022809320673257003,0.011372575600321256,0.10243802369749817
VP022,3,Occipital,sensitivity__mse__scale3,3T_minus_3NT,0.0597626787416459,0.03261009425970099,-0.004936203514503967,0.12566633368211333
VP022,3,Occipital,sensitivity__mse__scale4,3T_minus_3NT,0.009294400103512146,0.03624698153449766,-0.06273058740061582,0.08240873719247592
VP022,3,Occipital,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP022,3,Parietal,entropy__sample_entropy,3T_minus_3NT,-0.004617775222544118,0.010050370338002552,-0.024129876413728824,0.014843206226392796
VP022,3,Parietal,entropy__mse,3T_minus_3NT,0.014935857834226417,0.011265399066087882,-0.006362458159980838,0.03686770014229197
VP022,3,Parietal,sensitivity__mse__scale1,3T_minus_3NT,-0.004617775222544118,0.010050370338002552,-0.024129876413728824,0.014843206226392796
VP022,3,Parietal,sensitivity__mse__scale2,3T_minus_3NT,0.07634807364575674,0.015564836479223068,0.04636243117644464,0.10640899617850832
VP022,3,Parietal,sensitivity__mse__scale3,3T_minus_3NT,-0.005834600239677695,0.020381341986157202,-0.04574333181957417,0.03272445987779914
VP022,3,Parietal,sensitivity__mse__scale4,3T_minus_3NT,0.002724159524839447,0.021126090068510912,-0.03818120223460053,0.04209427962923997
VP022,3,Parietal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP022,3,Temporal,entropy__sample_entropy,3T_minus_3NT,-0.01385658614826418,0.010499631854361311,-0.03426959181728711,0.006803120901169519
VP022,3,Temporal,entropy__mse,3T_minus_3NT,-0.008979550360227037,0.015936736632571828,-0.041071669756510186,0.02215076046097469
VP022,3,Temporal,sensitivity__mse__scale1,3T_minus_3NT,-0.01385658614826418,0.010499631854361311,-0.03426959181728711,0.006803120901169519
VP022,3,Temporal,sensitivity__mse__scale2,3T_minus_3NT,0.01653312556138492,0.026528104888202755,-0.033414196508813845,0.07066721690896473
VP022,3,Temporal,sensitivity__mse__scale3,3T_minus_3NT,0.006622121541532835,0.03677405912892343,-0.0671718988153813,0.08050688614330188
VP022,3,Temporal,sensitivity__mse__scale4,3T_minus_3NT,-0.03589308137798064,0.038785636200439975,-0.11061762255805632,0.038250357699245854
VP022,3,Temporal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP022,3,WholeBrain,entropy__sample_entropy,3T_minus_3NT,-0.007119911061098693,0.011165322303042494,-0.029100132157991225,0.014290977402875946
VP022,3,WholeBrain,entropy__mse,3T_minus_3NT,0.011003730412689698,0.012668578854029241,-0.014871578426671412,0.035682539397821844
VP022,3,WholeBrain,sensitivity__mse__scale1,3T_minus_3NT,-0.007119911061098693,0.011165322303042494,-0.029100132157991225,0.014290977402875946
VP022,3,WholeBrain,sensitivity__mse__scale2,3T_minus_3NT,0.026914190486454565,0.01590289662584494,-0.003840790805390858,0.058032172822481444
VP022,3,WholeBrain,sensitivity__mse__scale3,3T_minus_3NT,0.0072750096554977575,0.017033835245416164,-0.02595865546901561,0.039057892135319
VP022,3,WholeBrain,sensitivity__mse__scale4,3T_minus_3NT,0.020602489386462003,0.016369119648216704,-0.01258249006562447,0.05336699950582309
VP022,3,WholeBrain,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP023,2,Central,entropy__sample_entropy,2T_minus_2NT,-0.017929060529213062,0.014801412569156222,-0.047131861233340455,0.011563293405604025
VP023,2,Central,entropy__mse,2T_minus_2NT,-0.001485323678917596,0.02050801507211569,-0.04120527048528668,0.036809508966854705
VP023,2,Central,sensitivity__mse__scale1,2T_minus_2NT,-0.017929060529213062,0.014801412569156222,-0.047131861233340455,0.011563293405604025
VP023,2,Central,sensitivity__mse__scale2,2T_minus_2NT,0.004065746699792059,0.022991995770089455,-0.04277330648794459,0.04973331397730388
VP023,2,Central,sensitivity__mse__scale3,2T_minus_2NT,0.026559811409046445,0.02934202116845853,-0.02956723022434724,0.08282389132615557
VP023,2,Central,sensitivity__mse__scale4,2T_minus_2NT,-0.020903667091331988,0.03633444314263282,-0.0924304569094951,0.05036505352618432
VP023,2,Central,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP023,2,Frontal,entropy__sample_entropy,2T_minus_2NT,-0.030753703278294253,0.021056360864598188,-0.07330477794498219,0.012005699514510032
VP023,2,Frontal,entropy__mse,2T_minus_2NT,-0.037297040398897634,0.02972503540928969,-0.09618640265279753,0.020348817029256686
VP023,2,Frontal,sensitivity__mse__scale1,2T_minus_2NT,-0.030753703278294253,0.021056360864598188,-0.07330477794498219,0.012005699514510032
VP023,2,Frontal,sensitivity__mse__scale2,2T_minus_2NT,-0.053294044501111144,0.03332130716011085,-0.12151610420348852,0.01352037194400017
VP023,2,Frontal,sensitivity__mse__scale3,2T_minus_2NT,-0.04827023905454497,0.035323468282313926,-0.12155443592964428,0.023583235781402135
VP023,2,Frontal,sensitivity__mse__scale4,2T_minus_2NT,-0.016240861534944015,0.03203952709844564,-0.08148418945460874,0.0467172374178831
VP023,2,Frontal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP023,2,Occipital,entropy__sample_entropy,2T_minus_2NT,0.012165820165706798,0.013039596691253603,-0.013215755696265657,0.03794566480516992
VP023,2,Occipital,entropy__mse,2T_minus_2NT,-0.018953902901589374,0.015724236014329856,-0.05058864491057381,0.012400089041381589
VP023,2,Occipital,sensitivity__mse__scale1,2T_minus_2NT,0.012165820165706798,0.013039596691253603,-0.013215755696265657,0.03794566480516992
VP023,2,Occipital,sensitivity__mse__scale2,2T_minus_2NT,-0.04781702593819303,0.022681357016500064,-0.09174446782468515,-0.0038781962754704706
VP023,2,Occipital,sensitivity__mse__scale3,2T_minus_2NT,0.010868721458118024,0.03039711811523815,-0.049492442286412766,0.06763946140836388
VP023,2,Occipital,sensitivity__mse__scale4,2T_minus_2NT,-0.04886418193982603,0.03338224932082922,-0.11421062858754648,0.01618861406195336
VP023,2,Occipital,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP023,2,Parietal,entropy__sample_entropy,2T_minus_2NT,-0.015473617051844649,0.013177762933373017,-0.04257028516752714,0.01304124600354593
VP023,2,Parietal,entropy__mse,2T_minus_2NT,-0.014092839368347874,0.0128228608200681,-0.037731671517415986,0.011838340163724433
VP023,2,Parietal,sensitivity__mse__scale1,2T_minus_2NT,-0.015473617051844649,0.013177762933373017,-0.04257028516752714,0.01304124600354593
VP023,2,Parietal,sensitivity__mse__scale2,2T_minus_2NT,-0.026016792724729662,0.01623738945342711,-0.05612475982141434,0.005484981582612905
VP023,2,Parietal,sensitivity__mse__scale3,2T_minus_2NT,0.01024444368367673,0.021334720289702284,-0.031757347683481776,0.051712550731054525
VP023,2,Parietal,sensitivity__mse__scale4,2T_minus_2NT,-0.02308543410187545,0.01862435545776013,-0.057475167335224106,0.014329667702768329
VP023,2,Parietal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP023,2,Temporal,entropy__sample_entropy,2T_minus_2NT,-0.0056242979423076515,0.015739244908611453,-0.037042534794149345,0.02483937275452711
VP023,2,Temporal,entropy__mse,2T_minus_2NT,0.03185786802907054,0.017491010858786352,-0.0022317925797109726,0.06515080398991344
VP023,2,Temporal,sensitivity__mse__scale1,2T_minus_2NT,-0.0056242979423076515,0.015739244908611453,-0.037042534794149345,0.02483937275452711
VP023,2,Temporal,sensitivity__mse__scale2,2T_minus_2NT,-0.011501678053910972,0.025190129806099536,-0.06288128652051553,0.03779060675363813
VP023,2,Temporal,sensitivity__mse__scale3,2T_minus_2NT,0.0793257594122893,0.030995877569398495,0.0184301126504213,0.14083274466038814
VP023,2,Temporal,sensitivity__mse__scale4,2T_minus_2NT,0.04653381822408944,0.035524439710247276,-0.023553295861155794,0.11510992588222957
VP023,2,Temporal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP023,2,WholeBrain,entropy__sample_entropy,2T_minus_2NT,-0.018074700232248796,0.013484888331959282,-0.043926035613193117,0.007988240944770469
VP023,2,WholeBrain,entropy__mse,2T_minus_2NT,-0.0190966050852281,0.016515821769691623,-0.05102828944575087,0.014027219099150817
VP023,2,WholeBrain,sensitivity__mse__scale1,2T_minus_2NT,-0.018074700232248796,0.013484888331959282,-0.043926035613193117,0.007988240944770469
VP023,2,WholeBrain,sensitivity__mse__scale2,2T_minus_2NT,-0.03480867206635039,0.019586183973670696,-0.07281364379714644,0.0036673416692125462
VP023,2,WholeBrain,sensitivity__mse__scale3,2T_minus_2NT,-0.007112222984998149,0.020462074644446607,-0.048000954553045004,0.03289302824962656
VP023,2,WholeBrain,sensitivity__mse__scale4,2T_minus_2NT,-0.016286477281530643,0.01871381843961386,-0.053431915607308186,0.019447725083007527
VP023,2,WholeBrain,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP023,3,Central,entropy__sample_entropy,3T_minus_3NT,-0.027935766881590326,0.015995907337954047,-0.060155728809630674,0.0007699782540566602
VP023,3,Central,entropy__mse,3T_minus_3NT,-0.00957700930038488,0.017499286269684635,-0.045919469840828564,0.023434428241077013
VP023,3,Central,sensitivity__mse__scale1,3T_minus_3NT,-0.027935766881590326,0.015995907337954047,-0.060155728809630674,0.0007699782540566602
VP023,3,Central,sensitivity__mse__scale2,3T_minus_3NT,-0.02555926049706204,0.02061670767384388,-0.06543736074684871,0.013531983699074542
VP023,3,Central,sensitivity__mse__scale3,3T_minus_3NT,0.011414405569700734,0.024316058680851543,-0.03599214087670029,0.059613064242336186
VP023,3,Central,sensitivity__mse__scale4,3T_minus_3NT,0.006878096230220728,0.030410108534927073,-0.052813039063346216,0.06670923577249617
VP023,3,Central,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP023,3,Frontal,entropy__sample_entropy,3T_minus_3NT,-0.03765972359288128,0.019650312388186316,-0.07754086269790271,0.00025771650567653906
VP023,3,Frontal,entropy__mse,3T_minus_3NT,-0.05928245972738664,0.02812192795697265,-0.11588425129092932,-0.005208779214837474
VP023,3,Frontal,sensitivity__mse__scale1,3T_minus_3NT,-0.03765972359288128,0.019650312388186316,-0.07754086269790271,0.00025771650567653906
VP023,3,Frontal,sensitivity__mse__scale2,3T_minus_3NT,-0.061432258383957175,0.03071140061930356,-0.12269451420148669,-0.003090432194922572
VP023,3,Frontal,sensitivity__mse__scale3,3T_minus_3NT,-0.0629893898669041,0.031612934569923465,-0.12178236711689057,-0.003454534423343199
VP023,3,Frontal,sensitivity__mse__scale4,3T_minus_3NT,-0.07658042160227492,0.03403252608607231,-0.1422242374714824,-0.011049504599721536
VP023,3,Frontal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP023,3,Occipital,entropy__sample_entropy,3T_minus_3NT,-0.0066217661588039095,0.014721163605448307,-0.034735562985024684,0.02195220613402988
VP023,3,Occipital,entropy__mse,3T_minus_3NT,0.000947772429480165,0.016015458296818403,-0.031498079398015015,0.03313424834314328
VP023,3,Occipital,sensitivity__mse__scale1,3T_minus_3NT,-0.0066217661588039095,0.014721163605448307,-0.034735562985024684,0.02195220613402988
VP023,3,Occipital,sensitivity__mse__scale2,3T_minus_3NT,-0.037725288467236044,0.02297302999314738,-0.08101799323405577,0.005334094977887281
VP023,3,Occipital,sensitivity__mse__scale3,3T_minus_3NT,0.0768747875766475,0.027079284470481645,0.02383030520170142,0.13278815884132353
VP023,3,Occipital,sensitivity__mse__scale4,3T_minus_3NT,-0.05092141562316796,0.03776766241843864,-0.1248440132642613,0.01982400379940847
VP023,3,Occipital,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP023,3,Parietal,entropy__sample_entropy,3T_minus_3NT,-0.0198011013192521,0.013819184270196828,-0.04652162881833042,0.00792492223016107
VP023,3,Parietal,entropy__mse,3T_minus_3NT,-0.014700406645771356,0.01344778780995909,-0.04116555152109137,0.011264547813805226
VP023,3,Parietal,sensitivity__mse__scale1,3T_minus_3NT,-0.0198011013192521,0.013819184270196828,-0.04652162881833042,0.00792492223016107
VP023,3,Parietal,sensitivity__mse__scale2,3T_minus_3NT,-0.015565052620269795,0.017285614483986602,-0.04885251662296681,0.019197237835225308
VP023,3,Parietal,sensitivity__mse__scale3,3T_minus_3NT,-0.035086447721759624,0.020407074701273495,-0.07487764513309147,0.005638522883648114
VP023,3,Parietal,sensitivity__mse__scale4,3T_minus_3NT,0.013633927654009056,0.02380271826725612,-0.034431116859800645,0.059009417267069215
VP023,3,Parietal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP023,3,Temporal,entropy__sample_entropy,3T_minus_3NT,-0.019602800300406863,0.0155096535422867,-0.04989453306069348,0.008902208222733918
VP023,3,Temporal,entropy__mse,3T_minus_3NT,-0.021790448726329067,0.01896644732920789,-0.05833233516091047,0.017862789033291013
VP023,3,Temporal,sensitivity__mse__scale1,3T_minus_3NT,-0.019602800300406863,0.0155096535422867,-0.04989453306069348,0.008902208222733918
VP023,3,Temporal,sensitivity__mse__scale2,3T_minus_3NT,-0.0437003223659721,0.02443477609027516,-0.0914422355633076,0.0028246538122201166
VP023,3,Temporal,sensitivity__mse__scale3,3T_minus_3NT,0.020436814073115185,0.032233903212438644,-0.04371126238647279,0.08324401653507976
VP023,3,Temporal,sensitivity__mse__scale4,3T_minus_3NT,-0.05182407244339538,0.038331280995818666,-0.1281878858048664,0.021889816475618204
VP023,3,Temporal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP023,3,WholeBrain,entropy__sample_entropy,3T_minus_3NT,-0.026262323968462675,0.013022102940853746,-0.05247116118437788,-0.0018713589360112627
VP023,3,WholeBrain,entropy__mse,3T_minus_3NT,-0.03049569017423494,0.015340053915728838,-0.06068207758152092,-7.201207813000641e-05
VP023,3,WholeBrain,sensitivity__mse__scale1,3T_minus_3NT,-0.026262323968462675,0.013022102940853746,-0.05247116118437788,-0.0018713589360112627
VP023,3,WholeBrain,sensitivity__mse__scale2,3T_minus_3NT,-0.03903909312252866,0.01782042598595857,-0.07360470997592924,-0.004608233520676102
VP023,3,WholeBrain,sensitivity__mse__scale3,3T_minus_3NT,-0.025324610590843167,0.017148130004213693,-0.05798107897697005,0.010619963632504007
VP023,3,WholeBrain,sensitivity__mse__scale4,3T_minus_3NT,-0.03325496849717872,0.020303872421848213,-0.07149285408514792,0.006827372299618277
VP023,3,WholeBrain,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP024,2,Central,entropy__sample_entropy,2T_minus_2NT,0.00529900704333774,0.009021897496227631,-0.01257432953241131,0.023156921756209013
VP024,2,Central,entropy__mse,2T_minus_2NT,0.000285526225300472,0.013109343820332773,-0.026669981923754593,0.0257770556445855
VP024,2,Central,sensitivity__mse__scale1,2T_minus_2NT,0.00529900704333774,0.009021897496227631,-0.01257432953241131,0.023156921756209013
VP024,2,Central,sensitivity__mse__scale2,2T_minus_2NT,-0.001617411428325791,0.020272397785184738,-0.04187398125389422,0.03690618818986192
VP024,2,Central,sensitivity__mse__scale3,2T_minus_2NT,-0.027527055967875212,0.032432544851542594,-0.09018720156960865,0.036739248046966155
VP024,2,Central,sensitivity__mse__scale4,2T_minus_2NT,0.014567654312151864,0.03299223194080277,-0.04673040251180206,0.07777042176979129
VP024,2,Central,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP024,2,Frontal,entropy__sample_entropy,2T_minus_2NT,0.015245916741526583,0.014793792638706596,-0.011779124485123794,0.045985049894055115
VP024,2,Frontal,entropy__mse,2T_minus_2NT,0.004513703602097715,0.01945464686290144,-0.03126755405392692,0.04506155705945603
VP024,2,Frontal,sensitivity__mse__scale1,2T_minus_2NT,0.015245916741526583,0.014793792638706596,-0.011779124485123794,0.045985049894055115
VP024,2,Frontal,sensitivity__mse__scale2,2T_minus_2NT,-0.015140615011860231,0.02343194862492512,-0.0598553753238704,0.03373968639098486
VP024,2,Frontal,sensitivity__mse__scale3,2T_minus_2NT,-0.0057182944799102796,0.024656135495191373,-0.052141708045822924,0.04268154079204803
VP024,2,Frontal,sensitivity__mse__scale4,2T_minus_2NT,0.021771300708065808,0.023710384539887677,-0.023570024475129646,0.06959141212304625
VP024,2,Frontal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP024,2,Occipital,entropy__sample_entropy,2T_minus_2NT,0.032319920430028244,0.011811367549974312,0.009761092758062773,0.05518168439907553
VP024,2,Occipital,entropy__mse,2T_minus_2NT,0.012829225238329248,0.014849337160718755,-0.015403047428549328,0.042319363605691857
VP024,2,Occipital,sensitivity__mse__scale1,2T_minus_2NT,0.032319920430028244,0.011811367549974312,0.009761092758062773,0.05518168439907553
VP024,2,Occipital,sensitivity__mse__scale2,2T_minus_2NT,-0.018483024628892643,0.02244503767581843,-0.062249907261150116,0.024168239020204412
VP024,2,Occipital,sensitivity__mse__scale3,2T_minus_2NT,0.01940585886241712,0.029777962113453477,-0.038509277218173994,0.07991475093953691
VP024,2,Occipital,sensitivity__mse__scale4,2T_minus_2NT,-0.0011209999848270558,0.028761949351375462,-0.05400283656474088,0.05260979279860011
VP024,2,Occipital,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP024,2,Parietal,entropy__sample_entropy,2T_minus_2NT,0.02392141495238578,0.008608052834712103,0.008023668785830967,0.04061663437464544
VP024,2,Parietal,entropy__mse,2T_minus_2NT,0.006745748161904742,0.008079385696508023,-0.00818927631743972,0.022932440979974995
VP024,2,Parietal,sensitivity__mse__scale1,2T_minus_2NT,0.02392141495238578,0.008608052834712103,0.008023668785830967,0.04061663437464544
VP024,2,Parietal,sensitivity__mse__scale2,2T_minus_2NT,0.04633667200415521,0.012913417226732414,0.022469458248014572,0.07227666926036634
VP024,2,Parietal,sensitivity__mse__scale3,2T_minus_2NT,-0.015117406533679375,0.019056245975821225,-0.05072639662524307,0.023859669794417525
VP024,2,Parietal,sensitivity__mse__scale4,2T_minus_2NT,-0.026870999552908895,0.01836179893536624,-0.06278326290106548,0.0077506154817226485
VP024,2,Parietal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP024,2,Temporal,entropy__sample_entropy,2T_minus_2NT,-0.003204357380257085,0.010014540508367479,-0.023364110237825753,0.015098069702630135
VP024,2,Temporal,entropy__mse,2T_minus_2NT,-0.04081002160121642,0.016045509936202847,-0.07124663010161647,-0.010538578856173828
VP024,2,Temporal,sensitivity__mse__scale1,2T_minus_2NT,-0.003204357380257085,0.010014540508367479,-0.023364110237825753,0.015098069702630135
VP024,2,Temporal,sensitivity__mse__scale2,2T_minus_2NT,-0.04553536286113827,0.02756432486602589,-0.0978898507900873,0.008021824504099297
VP024,2,Temporal,sensitivity__mse__scale3,2T_minus_2NT,-0.043460894131070515,0.0334134530290053,-0.10688155819938071,0.021964808034968173
VP024,2,Temporal,sensitivity__mse__scale4,2T_minus_2NT,-0.06223443684722644,0.03456565440819987,-0.13068594374574827,0.005558915251825679
VP024,2,Temporal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP024,2,WholeBrain,entropy__sample_entropy,2T_minus_2NT,0.017480210228137495,0.008417094243045133,0.0026771009406563575,0.0339347323521729
VP024,2,WholeBrain,entropy__mse,2T_minus_2NT,0.002431667295310092,0.009190608664098291,-0.015700944863345855,0.021141165040321735
VP024,2,WholeBrain,sensitivity__mse__scale1,2T_minus_2NT,0.017480210228137495,0.008417094243045133,0.0026771009406563575,0.0339347323521729
VP024,2,WholeBrain,sensitivity__mse__scale2,2T_minus_2NT,0.003606360708026005,0.012411920483960039,-0.019802578658829794,0.028420995335900843
VP024,2,WholeBrain,sensitivity__mse__scale3,2T_minus_2NT,-0.01194445740002238,0.014112985812266445,-0.04026158804499895,0.01654724232074188
VP024,2,WholeBrain,sensitivity__mse__scale4,2T_minus_2NT,8.592422410495625e-06,0.013118802841613379,-0.02419542549987951,0.024659105956911252
VP024,2,WholeBrain,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP024,3,Central,entropy__sample_entropy,3T_minus_3NT,-0.016608715581348014,0.00991782873685077,-0.036330603661004726,0.002854264704849094
VP024,3,Central,entropy__mse,3T_minus_3NT,-0.015950320039974684,0.015036520029512538,-0.04712975082125899,0.012834462653864913
VP024,3,Central,sensitivity__mse__scale1,3T_minus_3NT,-0.016608715581348014,0.00991782873685077,-0.036330603661004726,0.002854264704849094
VP024,3,Central,sensitivity__mse__scale2,3T_minus_3NT,-0.03159021167916082,0.0242027175887428,-0.07900993139945135,0.012439583831014879
VP024,3,Central,sensitivity__mse__scale3,3T_minus_3NT,-0.0665044207513752,0.03203845118463634,-0.1309198473759387,-0.003031224506737562
VP024,3,Central,sensitivity__mse__scale4,3T_minus_3NT,0.06294679298749438,0.033182688984443945,-0.0022092174069501696,0.12762867474385808
VP024,3,Central,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP024,3,Frontal,entropy__sample_entropy,3T_minus_3NT,-0.003305816812356175,0.016550516721508333,-0.034789310376939823,0.029348073860796377
VP024,3,Frontal,entropy__mse,3T_minus_3NT,0.0037010295905315314,0.021061690633122614,-0.03740281501939459,0.04493317115726779
VP024,3,Frontal,sensitivity__mse__scale1,3T_minus_3NT,-0.003305816812356175,0.016550516721508333,-0.034789310376939823,0.029348073860796377
VP024,3,Frontal,sensitivity__mse__scale2,3T_minus_3NT,0.006724191296790684,0.02540275311068782,-0.04133875805609989,0.05503997945024935
VP024,3,Frontal,sensitivity__mse__scale3,3T_minus_3NT,0.00012251707483459075,0.025589217133450106,-0.04866316126519433,0.05240587492772203
VP024,3,Frontal,sensitivity__mse__scale4,3T_minus_3NT,0.006644214644895308,0.027223801501978315,-0.04448287323470638,0.06158915882695959
VP024,3,Frontal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP024,3,Occipital,entropy__sample_entropy,3T_minus_3NT,0.006274867328896535,0.012273369423842042,-0.01735291533262574,0.032225708017257916
VP024,3,Occipital,entropy__mse,3T_minus_3NT,0.003974079805169114,0.014120218556578874,-0.02369808321204777,0.029789499194378816
VP024,3,Occipital,sensitivity__mse__scale1,3T_minus_3NT,0.006274867328896535,0.012273369423842042,-0.01735291533262574,0.032225708017257916
VP024,3,Occipital,sensitivity__mse__scale2,3T_minus_3NT,-0.0072813696097839475,0.022702371345218724,-0.0528140344081718,0.03373352459580102
